fecha|id_pos|unidades_despachadas|cantidad_envios
2012-10-19|40392|12|1
2012-10-19|16066|12|1
2012-10-19|16067|12|1
2012-10-19|16068|12|1
2012-10-19|16072|12|1
2012-10-19|16076|12|1
2012-10-19|16079|12|1
2012-10-19|16088|12|1
2012-10-19|16089|12|1
2012-10-19|16090|12|1
2012-10-19|16093|12|1
2012-10-19|16092|12|1
2012-10-19|16095|12|1
2012-10-19|16096|12|1
2012-10-19|16097|12|1
2012-10-19|16099|12|1
2012-10-19|16102|12|1
2012-10-19|16103|12|1
2012-10-19|16110|12|1
2012-10-19|16115|12|1
2012-10-19|16116|12|1
2012-10-19|16117|12|1
2012-10-19|16119|12|1
2012-10-19|16124|12|1
2012-10-19|16127|12|1
2012-10-19|40455|12|1
2012-10-19|16131|12|1
2012-10-19|16132|12|1
2012-10-19|16133|12|1
2012-10-19|16134|12|1
2012-10-19|16135|12|1
2012-10-19|16138|12|1
2012-10-19|16140|12|1
2012-10-19|16142|12|1
2012-10-19|16143|12|1
2012-10-19|16144|12|1
2012-10-19|16147|12|1
2012-10-19|16151|12|1
2012-10-19|16154|12|1
2012-10-19|16155|12|1
2012-10-19|16159|12|1
2012-10-19|16164|12|1
2012-10-19|16165|12|1
2012-10-19|16168|12|1
2012-10-19|16178|12|1
2012-10-19|16180|12|1
2012-10-19|16188|12|1
2012-10-19|16191|12|1
2012-10-19|16194|12|1
2012-10-19|16195|12|1
2012-10-19|16196|12|1
2012-10-19|16197|12|1
2012-10-19|16200|12|1
2012-10-19|16201|12|1
2012-10-19|16205|12|1
2012-10-19|16206|12|1
2012-10-19|40546|12|1
2012-10-19|16220|12|1
2012-10-19|40548|12|1
2012-10-19|16222|12|1
2012-10-19|16225|12|1
2012-10-19|40561|12|1
2012-10-19|40564|12|1
2012-10-19|16240|12|1
2012-10-19|16242|12|1
2012-10-19|16252|12|1
2012-10-19|16253|12|1
2012-10-19|16264|12|1
2012-10-19|16270|12|1
2012-10-19|16271|12|1
2012-10-19|16280|12|1
2012-10-19|16286|12|1
2012-10-19|16291|12|1
2012-10-19|16295|24|1
2012-10-19|16297|12|1
2012-10-19|16299|12|1
2012-10-19|16301|12|1
2012-10-19|16302|12|1
2012-10-19|16308|12|1
2012-10-19|16310|12|1
2012-10-19|16314|12|1
2012-10-19|16316|12|1
2012-10-19|16315|12|1
2012-10-19|16317|12|1
2012-10-19|16321|12|1
2012-10-19|16325|12|1
2012-10-19|16326|12|1
2012-10-19|16327|12|1
2012-10-19|16328|12|1
2012-10-19|16329|12|1
2012-10-19|16330|12|1
2012-10-19|16332|12|1
2012-10-19|16334|12|1
2012-10-19|16342|12|1
2012-10-19|16344|12|1
2012-10-19|16349|12|1
2012-10-19|16351|12|1
2012-10-19|16353|12|1
2012-10-19|16358|12|1
2012-10-19|16359|12|1
2012-10-19|16362|12|1
2012-10-19|16363|12|1
2012-10-19|40692|12|1
2012-10-19|16371|12|1
2012-10-19|16393|12|1
2012-10-19|16396|12|1
2012-10-19|16398|12|1
2012-10-19|16400|12|1
2012-10-19|16403|12|1
2012-10-19|16407|12|1
2012-10-19|16409|12|1
2012-10-19|16417|12|1
2012-10-19|16418|12|1
2012-10-19|16419|12|1
2012-10-19|16421|12|1
2012-10-19|16422|12|1
2012-10-19|16428|12|1
2012-10-19|16430|12|1
2012-10-19|16433|12|1
2012-10-19|16434|12|1
2012-10-19|16439|12|1
2012-10-19|16443|12|1
2012-10-19|16446|12|1
2012-10-19|16449|12|1
2012-10-19|16453|12|1
2012-10-19|16456|12|1
2012-10-19|16457|12|1
2012-10-19|16459|12|1
2012-10-19|16465|12|1
2012-10-19|16467|12|1
2012-10-19|16481|12|1
2012-10-19|16484|12|1
2012-10-19|16486|12|1
2012-10-19|16491|12|1
2012-10-19|15513|12|1
2012-10-19|15518|12|1
2012-10-19|15519|12|1
2012-10-19|15569|12|1
2012-10-19|15570|12|1
2012-10-19|15575|12|1
2012-10-19|15577|12|1
2012-10-19|15579|12|1
2012-10-19|15581|12|1
2012-10-19|15583|12|1
2012-10-19|15584|12|1
2012-10-19|15596|12|1
2012-10-19|15600|12|1
2012-10-19|15604|12|1
2012-10-19|15603|12|1
2012-10-19|15606|12|1
2012-10-19|15609|12|1
2012-10-19|15611|12|1
2012-10-19|15614|12|1
2012-10-19|15617|12|1
2012-10-19|15618|12|1
2012-10-19|15622|12|1
2012-10-19|15623|12|1
2012-10-19|15624|12|1
2012-10-19|15629|12|1
2012-10-19|15637|12|1
2012-10-19|15639|12|1
2012-10-19|15641|12|1
2012-10-19|15649|12|1
2012-10-19|15653|12|1
2012-10-19|15658|12|1
2012-10-19|15659|12|1
2012-10-19|15664|12|1
2012-10-19|15667|12|1
2012-10-19|15671|12|1
2012-10-19|15673|12|1
2012-10-19|15676|12|1
2012-10-19|15682|12|1
2012-10-19|15685|12|1
2012-10-19|15697|12|1
2012-10-19|15699|12|1
2012-10-19|15700|12|1
2012-10-19|15703|12|1
2012-10-19|15704|12|1
2012-10-19|15706|12|1
2012-10-19|15709|12|1
2012-10-19|15713|12|1
2012-10-19|15714|12|1
2012-10-19|15715|12|1
2012-10-19|15716|12|1
2012-10-19|15717|12|1
2012-10-19|15720|12|1
2012-10-19|15721|12|1
2012-10-19|15722|12|1
2012-10-19|15724|12|1
2012-10-19|14895|12|1
2012-10-19|14898|12|1
2012-10-19|14899|12|1
2012-10-19|14900|12|1
2012-10-19|14906|12|1
2012-10-19|14911|12|1
2012-10-19|14912|12|1
2012-10-19|14917|12|1
2012-10-19|14919|12|1
2012-10-19|14924|12|1
2012-10-19|14925|12|1
2012-10-19|14929|12|1
2012-10-19|14931|12|1
2012-10-19|14934|12|1
2012-10-19|14935|12|1
2012-10-19|14937|12|1
2012-10-19|14938|12|1
2012-10-19|14941|12|1
2012-10-19|14943|12|1
2012-10-19|14945|12|1
2012-10-19|14946|12|1
2012-10-19|14949|12|1
2012-10-19|14950|12|1
2012-10-19|14951|24|1
2012-10-19|14952|12|1
2012-10-19|14955|12|1
2012-10-19|14956|12|1
2012-10-19|14957|12|1
2012-10-19|14960|12|1
2012-10-19|14961|12|1
2012-10-19|14962|12|1
2012-10-19|14963|12|1
2012-10-19|14965|24|1
2012-10-19|14970|12|1
2012-10-19|14972|12|1
2012-10-19|14975|12|1
2012-10-19|14982|12|1
2012-10-19|14987|12|1
2012-10-19|14992|12|1
2012-10-19|14993|12|1
2012-10-19|14996|12|1
2012-10-19|15001|12|1
2012-10-19|15002|12|1
2012-10-19|15011|12|1
2012-10-19|15012|12|1
2012-10-19|15013|12|1
2012-10-19|15014|12|1
2012-10-19|15015|12|1
2012-10-19|15023|12|1
2012-10-19|15024|12|1
2012-10-19|15025|12|1
2012-10-19|15026|12|1
2012-10-19|15028|12|1
2012-10-19|15030|12|1
2012-10-19|15032|12|1
2012-10-19|15037|12|1
2012-10-19|15044|12|1
2012-10-19|15045|12|1
2012-10-19|15054|12|1
2012-10-19|15059|12|1
2012-10-19|15062|12|1
2012-10-19|15064|12|1
2012-10-19|15067|12|1
2012-10-19|15068|12|1
2012-10-19|15069|12|1
2012-10-19|15073|12|1
2012-10-19|15078|12|1
2012-10-19|15082|12|1
2012-10-19|15085|12|1
2012-10-19|15087|12|1
2012-10-19|15088|12|1
2012-10-19|15091|12|1
2012-10-19|15092|12|1
2012-10-19|15093|12|1
2012-10-19|15095|12|1
2012-10-19|15096|12|1
2012-10-19|15097|12|1
2012-10-19|15100|12|1
2012-10-19|15105|12|1
2012-10-19|15106|24|1
2012-10-19|15108|12|1
2012-10-19|15110|12|1
2012-10-19|15116|12|1
2012-10-19|15118|12|1
2012-10-19|15119|12|1
2012-10-19|15120|12|1
2012-10-19|15124|12|1
2012-10-19|15126|12|1
2012-10-19|15131|12|1
2012-10-19|15133|12|1
2012-10-19|15134|12|1
2012-10-19|15138|12|1
2012-10-19|15140|12|1
2012-10-19|15142|12|1
2012-10-19|15143|12|1
2012-10-19|15145|12|1
2012-10-19|15147|12|1
2012-10-19|15148|12|1
2012-10-19|15149|12|1
2012-10-19|15151|12|1
2012-10-19|15152|12|1
2012-10-19|15153|24|1
2012-10-19|15154|12|1
2012-10-19|15155|12|1
2012-10-19|15156|24|1
2012-10-19|15157|12|1
2012-10-19|15159|12|1
2012-10-19|15162|24|1
2012-10-19|15163|12|1
2012-10-19|15164|12|1
2012-10-19|15165|12|1
2012-10-19|15166|12|1
2012-10-19|15169|12|1
2012-10-19|15173|12|1
2012-10-19|15172|12|1
2012-10-19|15176|12|1
2012-10-19|15177|12|1
2012-10-19|15181|12|1
2012-10-19|15185|12|1
2012-10-19|15186|12|1
2012-10-19|15188|12|1
2012-10-19|15196|12|1
2012-10-19|15200|12|1
2012-10-19|15202|12|1
2012-10-19|15203|12|1
2012-10-19|15204|12|1
2012-10-19|15206|12|1
2012-10-19|15209|12|1
2012-10-19|15212|12|1
2012-10-19|15215|12|1
2012-10-19|15218|12|1
2012-10-19|15220|12|1
2012-10-19|15221|12|1
2012-10-19|15222|12|1
2012-10-19|15224|12|1
2012-10-19|15225|12|1
2012-10-19|15226|12|1
2012-10-19|15228|12|1
2012-10-19|15232|12|1
2012-10-19|15233|12|1
2012-10-19|15237|12|1
2012-10-19|15238|12|1
2012-10-19|15243|12|1
2012-10-19|15244|12|1
2012-10-19|15247|12|1
2012-10-19|15248|24|1
2012-10-19|15252|12|1
2012-10-19|15254|12|1
2012-10-19|15255|12|1
2012-10-19|15257|12|1
2012-10-19|15258|12|1
2012-10-19|15264|12|1
2012-10-19|15266|12|1
2012-10-19|15268|12|1
2012-10-19|15270|12|1
2012-10-19|15271|12|1
2012-10-19|15272|12|1
2012-10-19|15275|12|1
2012-10-19|15277|12|1
2012-10-19|15278|12|1
2012-10-19|15279|12|1
2012-10-19|15280|12|1
2012-10-19|15284|12|1
2012-10-19|15285|12|1
2012-10-19|15290|12|1
2012-10-19|15292|12|1
2012-10-19|15293|24|1
2012-10-19|15296|12|1
2012-10-19|15303|12|1
2012-10-19|15305|12|1
2012-10-19|15312|12|1
2012-10-19|15314|12|1
2012-10-19|15315|12|1
2012-10-19|15319|12|1
2012-10-19|15323|12|1
2012-10-19|15331|12|1
2012-10-19|15334|12|1
2012-10-19|15336|12|1
2012-10-19|15338|12|1
2012-10-19|15343|12|1
2012-10-19|15348|12|1
2012-10-19|15353|12|1
2012-10-19|15355|12|1
2012-10-19|15360|12|1
2012-10-19|15362|12|1
2012-10-19|15373|12|1
2012-10-19|15374|12|1
2012-10-19|15375|12|1
2012-10-19|15377|12|1
2012-10-19|15380|12|1
2012-10-19|15382|12|1
2012-10-19|15383|12|1
2012-10-19|15387|12|1
2012-10-19|15388|12|1
2012-10-19|15389|12|1
2012-10-19|15392|12|1
2012-10-19|15394|12|1
2012-10-19|15404|12|1
2012-10-19|15403|12|1
2012-10-19|15405|12|1
2012-10-19|15409|12|1
2012-10-19|15413|12|1
2012-10-19|15415|12|1
2012-10-19|15417|12|1
2012-10-19|15431|12|1
2012-10-19|15433|12|1
2012-10-19|15435|12|1
2012-10-19|15437|12|1
2012-10-19|15438|12|1
2012-10-19|15439|12|1
2012-10-19|15444|12|1
2012-10-19|15448|12|1
2012-10-19|15450|12|1
2012-10-19|15451|12|1
2012-10-19|15453|12|1
2012-10-19|14642|12|1
2012-10-19|14643|12|1
2012-10-19|15456|12|1
2012-10-19|15461|12|1
2012-10-19|15462|12|1
2012-10-19|15464|12|1
2012-10-19|15466|12|1
2012-10-19|15469|12|1
2012-10-19|15471|12|1
2012-10-19|15472|12|1
2012-10-19|14646|12|1
2012-10-19|14647|12|1
2012-10-19|14648|12|1
2012-10-19|14649|12|1
2012-10-19|14650|12|1
2012-10-19|14656|12|1
2012-10-19|14657|12|1
2012-10-19|14658|12|1
2012-10-19|14660|12|1
2012-10-19|14662|12|1
2012-10-19|14665|12|1
2012-10-19|14666|12|1
2012-10-19|14670|12|1
2012-10-19|14674|12|1
2012-10-19|14675|12|1
2012-10-19|14676|12|1
2012-10-19|14677|12|1
2012-10-19|14685|12|1
2012-10-19|14684|12|1
2012-10-19|14686|12|1
2012-10-19|14687|12|1
2012-10-19|14688|12|1
2012-10-19|14691|12|1
2012-10-19|14692|12|1
2012-10-19|14694|12|1
2012-10-19|14698|12|1
2012-10-19|14700|12|1
2012-10-19|14702|12|1
2012-10-19|16493|12|1
2012-10-19|16499|12|1
2012-10-19|16517|12|1
2012-10-19|16524|12|1
2012-10-19|16530|12|1
2012-10-19|16531|12|1
2012-10-19|16532|12|1
2012-10-19|40862|12|1
2012-10-19|16540|12|1
2012-10-19|16541|12|1
2012-10-19|16554|12|1
2012-10-19|16556|12|1
2012-10-19|16562|12|1
2012-10-19|16568|12|1
2012-10-19|16576|12|1
2012-10-19|16583|12|1
2012-10-19|16584|12|1
2012-10-19|16589|12|1
2012-10-19|16603|12|1
2012-10-19|16607|12|1
2012-10-19|16613|12|1
2012-10-19|16619|12|1
2012-10-19|16630|12|1
2012-10-19|16632|12|1
2012-10-19|16656|12|1
2012-10-19|16658|12|1
2012-10-19|16663|12|1
2012-10-19|16667|12|1
2012-10-19|16669|12|1
2012-10-19|16670|12|1
2012-10-19|16672|12|1
2012-10-19|16676|12|1
2012-10-19|16683|12|1
2012-10-19|16697|12|1
2012-10-19|16698|12|1
2012-10-19|16709|12|1
2012-10-19|16736|12|1
2012-10-19|16737|12|1
2012-10-19|16741|12|1
2012-10-19|16742|12|1
2012-10-19|16749|12|1
2012-10-19|16751|12|1
2012-10-19|16772|12|1
2012-10-19|16776|12|1
2012-10-19|16778|12|1
2012-10-19|16783|12|1
2012-10-19|16807|12|1
2012-10-19|16815|12|1
2012-10-19|16822|12|1
2012-10-19|16828|12|1
2012-10-19|16834|12|1
2012-10-19|16844|12|1
2012-10-19|16847|12|1
2012-10-19|16868|12|1
2012-10-19|16878|12|1
2012-10-19|16879|12|1
2012-10-19|16882|12|1
2012-10-19|16899|12|1
2012-10-19|16911|12|1
2012-10-19|16914|12|1
2012-10-19|16923|12|1
2012-10-19|16936|12|1
2012-10-19|16937|12|1
2012-10-19|16940|12|1
2012-10-19|16970|12|1
2012-10-19|16971|12|1
2012-10-19|17004|12|1
2012-10-19|17062|12|1
2012-10-19|17094|12|1
2012-10-19|17180|12|1
2012-10-19|17274|12|1
2012-10-19|5256|36|1
2012-10-19|5257|24|1
2012-10-19|5258|48|1
2012-10-19|5259|36|1
2012-10-19|5261|96|1
2012-10-19|5262|48|1
2012-10-19|5264|84|1
2012-10-19|5265|36|1
2012-10-19|5267|36|1
2012-10-19|5268|60|1
2012-10-19|5269|48|1
2012-10-19|5271|72|1
2012-10-19|5272|24|1
2012-10-19|5273|84|1
2012-10-19|5274|36|1
2012-10-19|5275|48|1
2012-10-19|5276|12|1
2012-10-19|5277|36|1
2012-10-19|5278|36|1
2012-10-19|5280|24|1
2012-10-19|5282|36|1
2012-10-19|5283|72|1
2012-10-19|5284|60|1
2012-10-19|5286|36|1
2012-10-19|5287|96|1
2012-10-19|5288|36|1
2012-10-19|5289|24|1
2012-10-19|5290|48|1
2012-10-19|5291|24|1
2012-10-19|5292|36|1
2012-10-19|5294|96|1
2012-10-19|5295|84|1
2012-10-19|5296|60|1
2012-10-19|5297|36|1
2012-10-19|5298|36|1
2012-10-19|5299|84|1
2012-10-19|5300|48|1
2012-10-19|5301|36|1
2012-10-19|5302|24|1
2012-10-19|5303|48|1
2012-10-19|5304|156|1
2012-10-19|5305|48|1
2012-10-19|5306|84|1
2012-10-19|5307|36|1
2012-10-19|5308|84|1
2012-10-19|5310|132|1
2012-10-19|5311|48|1
2012-10-19|5312|48|1
2012-10-19|5314|24|1
2012-10-19|5315|36|1
2012-10-19|5316|24|1
2012-10-19|5317|60|1
2012-10-19|5318|36|1
2012-10-19|5319|36|1
2012-10-19|5320|24|1
2012-10-19|5321|84|1
2012-10-19|5322|24|1
2012-10-19|5323|72|1
2012-10-19|5324|36|1
2012-10-19|5325|24|1
2012-10-19|5327|204|1
2012-10-19|5328|36|1
2012-10-19|5329|36|1
2012-10-19|5331|60|1
2012-10-19|5332|12|1
2012-10-19|5333|120|1
2012-10-19|5335|36|1
2012-10-19|5336|48|1
2012-10-19|5337|24|1
2012-10-19|5341|72|1
2012-10-19|5342|72|1
2012-10-19|5343|84|1
2012-10-19|5344|24|1
2012-10-19|5345|24|1
2012-10-19|5347|48|1
2012-10-19|5348|24|1
2012-10-19|5349|36|1
2012-10-19|5350|60|1
2012-10-19|5351|48|1
2012-10-19|5353|96|1
2012-10-19|5354|60|1
2012-10-19|5355|60|1
2012-10-19|5356|36|1
2012-10-19|5357|36|1
2012-10-19|5358|24|1
2012-10-19|5359|72|1
2012-10-19|5360|96|1
2012-10-19|5361|60|1
2012-10-19|5362|96|1
2012-10-19|5363|24|1
2012-10-19|5364|24|1
2012-10-19|5365|36|1
2012-10-19|5366|36|1
2012-10-19|5367|72|1
2012-10-19|5368|84|1
2012-10-19|5369|108|1
2012-10-19|5370|72|1
2012-10-19|5371|36|1
2012-10-19|5372|48|1
2012-10-19|5373|72|1
2012-10-19|5376|60|1
2012-10-19|5377|48|1
2012-10-19|5378|72|1
2012-10-19|5379|72|1
2012-10-19|5380|60|1
2012-10-19|5381|120|1
2012-10-19|5382|72|1
2012-10-19|5383|48|1
2012-10-19|5384|60|1
2012-10-19|5385|84|1
2012-10-19|5386|24|1
2012-10-19|5387|36|1
2012-10-19|5388|120|1
2012-10-19|5390|72|1
2012-10-19|29718|84|1
2012-10-19|5392|24|1
2012-10-19|5393|144|1
2012-10-19|5394|72|1
2012-10-19|5395|48|1
2012-10-19|5396|60|1
2012-10-19|5397|108|1
2012-10-19|5398|12|1
2012-10-19|5399|72|1
2012-10-19|5400|84|1
2012-10-19|5402|24|1
2012-10-19|5403|60|1
2012-10-19|5404|60|1
2012-10-19|5405|60|1
2012-10-19|5406|36|1
2012-10-19|5407|36|1
2012-10-19|5408|60|1
2012-10-19|5409|168|1
2012-10-19|5410|24|1
2012-10-19|5411|48|1
2012-10-19|5412|36|1
2012-10-19|5414|24|1
2012-10-19|5415|60|1
2012-10-19|5416|60|1
2012-10-19|5417|12|1
2012-10-19|5418|12|1
2012-10-19|5419|24|1
2012-10-19|5420|24|1
2012-10-19|5421|48|1
2012-10-19|5423|60|1
2012-10-19|5426|132|1
2012-10-19|5428|24|1
2012-10-19|5429|24|1
2012-10-19|5430|48|1
2012-10-19|5431|48|1
2012-10-19|5432|36|1
2012-10-19|5433|48|1
2012-10-19|5434|48|1
2012-10-19|5435|24|1
2012-10-19|5437|72|1
2012-10-19|5438|36|1
2012-10-19|5439|60|1
2012-10-19|5440|72|1
2012-10-19|29768|12|1
2012-10-19|5444|48|1
2012-10-19|5445|60|1
2012-10-19|5447|60|1
2012-10-19|5448|96|1
2012-10-19|5449|84|1
2012-10-19|5450|12|1
2012-10-19|5452|24|1
2012-10-19|5453|72|1
2012-10-19|5454|84|1
2012-10-19|5456|72|1
2012-10-19|5457|48|1
2012-10-19|5458|12|1
2012-10-19|5459|48|1
2012-10-19|5460|72|1
2012-10-19|5461|72|1
2012-10-19|5462|84|1
2012-10-19|5463|108|1
2012-10-19|5464|36|1
2012-10-19|5465|48|1
2012-10-19|5466|96|1
2012-10-19|5467|48|1
2012-10-19|5468|36|1
2012-10-19|5469|24|1
2012-10-19|5470|48|1
2012-10-19|5471|36|1
2012-10-19|5472|36|1
2012-10-19|5473|48|1
2012-10-19|5474|12|1
2012-10-19|5475|48|1
2012-10-19|5476|72|1
2012-10-19|5477|24|1
2012-10-19|5478|36|1
2012-10-19|5480|36|1
2012-10-19|5481|48|1
2012-10-19|5484|24|1
2012-10-19|5486|60|1
2012-10-19|5488|72|1
2012-10-19|5489|24|1
2012-10-19|5490|24|1
2012-10-19|5491|24|1
2012-10-19|5492|72|1
2012-10-19|5493|60|1
2012-10-19|5494|36|1
2012-10-19|5495|36|1
2012-10-19|5496|60|1
2012-10-19|5497|36|1
2012-10-19|5498|48|1
2012-10-19|5499|120|1
2012-10-19|5500|72|1
2012-10-19|5501|36|1
2012-10-19|5502|84|1
2012-10-19|5503|36|1
2012-10-19|5504|48|1
2012-10-19|5505|36|1
2012-10-19|5507|48|1
2012-10-19|5508|72|1
2012-10-19|5509|24|1
2012-10-19|5510|12|1
2012-10-19|5511|72|1
2012-10-19|5512|48|1
2012-10-19|5513|72|1
2012-10-19|5514|84|1
2012-10-19|5515|72|1
2012-10-19|5516|24|1
2012-10-19|5517|12|1
2012-10-19|5518|48|1
2012-10-19|5519|48|1
2012-10-19|5520|36|1
2012-10-19|5521|72|1
2012-10-19|5522|24|1
2012-10-19|5524|72|1
2012-10-19|5525|24|1
2012-10-19|5526|48|1
2012-10-19|5527|48|1
2012-10-19|5528|36|1
2012-10-19|5529|120|1
2012-10-19|5530|24|1
2012-10-19|5531|36|1
2012-10-19|5532|72|1
2012-10-19|5533|12|1
2012-10-19|5534|48|1
2012-10-19|5535|24|1
2012-10-19|5536|36|1
2012-10-19|5537|84|1
2012-10-19|5538|36|1
2012-10-19|5539|24|1
2012-10-19|5541|108|1
2012-10-19|5542|72|1
2012-10-19|5543|72|1
2012-10-19|5544|60|1
2012-10-19|5545|72|1
2012-10-19|5546|60|1
2012-10-19|5547|60|1
2012-10-19|5548|84|1
2012-10-19|5549|36|1
2012-10-19|5550|60|1
2012-10-19|5551|120|1
2012-10-19|5553|72|1
2012-10-19|5554|60|1
2012-10-19|5555|12|1
2012-10-19|5556|48|1
2012-10-19|5557|84|1
2012-10-19|5558|120|1
2012-10-19|5559|24|1
2012-10-19|5560|48|1
2012-10-19|5561|96|1
2012-10-19|5562|36|1
2012-10-19|29891|36|1
2012-10-19|5565|48|1
2012-10-19|5566|36|1
2012-10-19|5567|60|1
2012-10-19|5568|48|1
2012-10-19|5569|48|1
2012-10-19|5570|48|1
2012-10-19|5571|60|1
2012-10-19|5572|48|1
2012-10-19|5573|24|1
2012-10-19|5574|24|1
2012-10-19|5575|60|1
2012-10-19|5576|60|1
2012-10-19|5577|24|1
2012-10-19|5578|84|1
2012-10-19|5579|72|1
2012-10-19|5580|48|1
2012-10-19|5581|24|1
2012-10-19|5582|24|1
2012-10-19|5583|60|1
2012-10-19|5584|24|1
2012-10-19|5585|36|1
2012-10-19|5587|60|1
2012-10-19|5588|36|1
2012-10-19|5589|24|1
2012-10-19|5590|48|1
2012-10-19|5591|108|1
2012-10-19|5592|36|1
2012-10-19|5593|24|1
2012-10-19|5594|36|1
2012-10-19|5595|48|1
2012-10-19|5597|60|1
2012-10-19|5598|156|1
2012-10-19|5599|108|1
2012-10-19|5600|36|1
2012-10-19|5601|48|1
2012-10-19|5602|84|1
2012-10-19|5604|48|1
2012-10-19|5605|60|1
2012-10-19|5606|60|1
2012-10-19|5607|84|1
2012-10-19|5608|24|1
2012-10-19|5609|24|1
2012-10-19|5611|12|1
2012-10-19|5612|144|1
2012-10-19|5613|60|1
2012-10-19|5614|48|1
2012-10-19|5615|48|1
2012-10-19|5616|36|1
2012-10-19|5617|72|1
2012-10-19|5618|60|1
2012-10-19|5619|60|1
2012-10-19|5620|108|1
2012-10-19|5621|60|1
2012-10-19|5622|12|1
2012-10-19|5623|96|1
2012-10-19|5624|84|1
2012-10-19|5625|36|1
2012-10-19|5626|12|1
2012-10-19|5627|24|1
2012-10-19|5628|60|1
2012-10-19|5629|120|1
2012-10-19|5630|48|1
2012-10-19|5631|84|1
2012-10-19|5632|24|1
2012-10-19|5634|84|1
2012-10-19|5635|48|1
2012-10-19|5636|48|1
2012-10-19|5637|48|1
2012-10-19|5638|60|1
2012-10-19|5639|72|1
2012-10-19|5640|72|1
2012-10-19|5641|48|1
2012-10-19|5642|24|1
2012-10-19|5643|60|1
2012-10-19|5644|72|1
2012-10-19|5645|48|1
2012-10-19|5646|72|1
2012-10-19|5647|48|1
2012-10-19|5648|60|1
2012-10-19|5649|84|1
2012-10-19|5651|180|1
2012-10-19|5652|36|1
2012-10-19|5653|48|1
2012-10-19|5654|36|1
2012-10-19|5655|48|1
2012-10-19|5657|72|1
2012-10-19|5658|108|1
2012-10-19|5660|72|1
2012-10-19|5663|144|1
2012-10-19|5664|36|1
2012-10-19|5665|24|1
2012-10-19|5666|24|1
2012-10-19|5667|96|1
2012-10-19|5668|108|1
2012-10-19|5669|24|1
2012-10-19|5670|72|1
2012-10-19|5671|48|1
2012-10-19|5672|36|1
2012-10-19|5673|120|1
2012-10-19|5674|36|1
2012-10-19|5675|36|1
2012-10-19|5676|24|1
2012-10-19|5677|60|1
2012-10-19|5678|12|1
2012-10-19|5679|24|1
2012-10-19|5680|60|1
2012-10-19|5681|36|1
2012-10-19|5682|36|1
2012-10-19|5683|36|1
2012-10-19|5684|48|1
2012-10-19|5685|24|1
2012-10-19|5687|24|1
2012-10-19|5688|24|1
2012-10-19|5689|72|1
2012-10-19|5690|24|1
2012-10-19|5691|36|1
2012-10-19|5692|24|1
2012-10-19|5694|36|1
2012-10-19|5695|60|1
2012-10-19|5696|36|1
2012-10-19|5697|24|1
2012-10-19|5698|60|1
2012-10-19|5699|36|1
2012-10-19|5700|24|1
2012-10-19|5701|12|1
2012-10-19|5702|36|1
2012-10-19|5703|12|1
2012-10-19|5704|84|1
2012-10-19|5705|156|1
2012-10-19|5706|36|1
2012-10-19|5707|60|1
2012-10-19|5709|48|1
2012-10-19|5710|72|1
2012-10-19|5711|12|1
2012-10-19|5712|48|1
2012-10-19|5713|36|1
2012-10-19|5714|72|1
2012-10-19|5715|72|1
2012-10-19|5716|60|1
2012-10-19|5717|12|1
2012-10-19|5718|60|1
2012-10-19|5719|84|1
2012-10-19|5720|72|1
2012-10-19|5721|84|1
2012-10-19|5722|36|1
2012-10-19|5723|72|1
2012-10-19|5724|36|1
2012-10-19|5725|48|1
2012-10-19|5727|48|1
2012-10-19|5728|96|1
2012-10-19|5729|72|1
2012-10-19|5730|48|1
2012-10-19|5731|36|1
2012-10-19|5732|72|1
2012-10-19|5733|24|1
2012-10-19|5734|24|1
2012-10-19|5735|36|1
2012-10-19|5736|72|1
2012-10-19|5737|144|1
2012-10-19|5738|36|1
2012-10-19|5739|240|1
2012-10-19|5740|120|1
2012-10-19|5741|12|1
2012-10-19|5742|60|1
2012-10-19|5744|48|1
2012-10-19|5745|48|1
2012-10-19|5746|60|1
2012-10-19|5747|36|1
2012-10-19|5748|72|1
2012-10-19|5749|24|1
2012-10-19|5750|72|1
2012-10-19|5753|96|1
2012-10-19|5755|36|1
2012-10-19|5756|96|1
2012-10-19|5757|48|1
2012-10-19|5758|48|1
2012-10-19|5760|36|1
2012-10-19|5761|60|1
2012-10-19|30089|72|1
2012-10-19|5763|24|1
2012-10-19|5764|12|1
2012-10-19|5766|36|1
2012-10-19|5767|24|1
2012-10-19|5768|12|1
2012-10-19|5769|36|1
2012-10-19|5770|12|1
2012-10-19|5771|48|1
2012-10-19|5772|24|1
2012-10-19|30100|84|1
2012-10-19|5774|72|1
2012-10-19|5775|84|1
2012-10-19|5776|12|1
2012-10-19|5777|48|1
2012-10-19|5778|24|1
2012-10-19|5779|36|1
2012-10-19|5780|12|1
2012-10-19|5781|72|1
2012-10-19|5782|24|1
2012-10-19|5783|36|1
2012-10-19|5784|36|1
2012-10-19|5785|36|1
2012-10-19|5786|36|1
2012-10-19|5787|96|1
2012-10-19|5788|72|1
2012-10-19|5789|108|1
2012-10-19|5791|72|1
2012-10-19|5792|96|1
2012-10-19|5793|24|1
2012-10-19|5794|24|1
2012-10-19|5795|36|1
2012-10-19|5796|60|1
2012-10-19|5797|60|1
2012-10-19|5798|60|1
2012-10-19|5799|48|1
2012-10-19|5800|36|1
2012-10-19|5801|48|1
2012-10-19|5802|60|1
2012-10-19|5803|24|1
2012-10-19|5804|72|1
